municipality,value,0,1,cat1,metric,cat2,table,year
南部,36484,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
沖縄市,1725,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
宜野湾市,1833,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
浦添市,149,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
うるま市,1494,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
読谷村,3183,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
嘉手納町,22,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
北谷町,5391,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
北中城村,635,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
中城村,48,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
西原町,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
中部,14480,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
名護市,7456,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
国頭村,958,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
大宜味村,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
東村,20,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
今帰仁村,763,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
本部町,3894,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
恩納村,15489,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
宜野座村,139,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
金武町,92,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
北部,28811,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
宮古島市,6509,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
多良間村,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
宮古,6509,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
石垣市,9198,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
竹富町,2602,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
与那国町,375,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
八重山,12175,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
久米島町,1102,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
渡嘉敷村,325,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
座間味村,273,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
粟国村,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
渡名喜村,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
南大東村,122,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
北大東村,50,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
伊江村,274,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
伊平屋村,49,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
伊是名村,106,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
離島,2301,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
沖縄県,100760,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2018
那覇市,63,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
糸満市,4,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
豊見城市,7,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
八重瀬町,1,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
南城市,20,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
与那原町,4,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
南風原町,0,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
南部,99,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
沖縄市,3,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
宜野湾市,1,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
浦添市,1,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
うるま市,23,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
読谷村,3,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
嘉手納町,0,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
北谷町,7,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
北中城村,0,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
中城村,0,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
西原町,0,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
中部,38,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
名護市,9,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
国頭村,15,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
大宜味村,7,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
東村,26,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
今帰仁村,20,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
本部町,14,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
恩納村,11,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
宜野座村,2,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
金武町,3,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
北部,107,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
宮古島市,38,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
多良間村,5,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
宮古,43,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
石垣市,60,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
竹富町,79,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
与那国町,12,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
八重山,151,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
久米島町,19,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
渡嘉敷村,15,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
座間味村,56,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
粟国村,7,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
渡名喜村,4,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
南大東村,2,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
北大東村,1,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
伊江村,9,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
伊平屋村,7,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
伊是名村,10,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
離島,130,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
沖縄県,568,minshuku,facilities,minshuku,facilities,,accommodation_type,2018
那覇市,334,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
糸満市,14,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
豊見城市,14,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
八重瀬町,1,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
南城市,55,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
与那原町,5,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
南風原町,0,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
南部,423,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
沖縄市,29,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
宜野湾市,1,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
浦添市,1,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
うるま市,130,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
読谷村,13,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
嘉手納町,0,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
北谷町,14,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
北中城村,0,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
中城村,0,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
西原町,0,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
中部,188,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
名護市,41,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
国頭村,52,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
大宜味村,16,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
東村,42,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
今帰仁村,64,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
本部町,83,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
恩納村,57,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
宜野座村,6,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
金武町,32,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
北部,393,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
宮古島市,186,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
多良間村,45,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
宮古,231,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
石垣市,363,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
竹富町,521,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
与那国町,121,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
八重山,1005,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
久米島町,165,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
渡嘉敷村,130,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
座間味村,348,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
粟国村,58,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
渡名喜村,22,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
南大東村,15,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
北大東村,22,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
伊江村,84,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
伊平屋村,66,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
伊是名村,97,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
離島,1007,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
沖縄県,3247,minshuku,rooms,minshuku,rooms,,accommodation_type,2018
那覇市,705,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
糸満市,41,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
豊見城市,41,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
八重瀬町,6,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
南城市,162,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
与那原町,18,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
南風原町,0,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
南部,973,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
沖縄市,53,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
宜野湾市,5,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
浦添市,6,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
うるま市,438,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
読谷村,38,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
嘉手納町,0,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
北谷町,46,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
北中城村,0,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
中城村,0,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
西原町,0,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
中部,586,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
名護市,128,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
国頭村,147,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
大宜味村,46,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
東村,194,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
今帰仁村,186,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
本部町,279,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
恩納村,170,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
宜野座村,16,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
金武町,74,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
北部,1240,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
宮古島市,531,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
多良間村,100,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
宮古,631,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
石垣市,981,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
竹富町,1274,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
与那国町,305,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
八重山,2560,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
久米島町,400,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
渡嘉敷村,371,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
座間味村,1072,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
粟国村,180,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
渡名喜村,52,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
南大東村,32,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
北大東村,50,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
伊江村,183,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
伊平屋村,199,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
伊是名村,260,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
離島,2799,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
沖縄県,8789,minshuku,capacity,minshuku,capacity,,accommodation_type,2018
那覇市,12,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
糸満市,4,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
豊見城市,1,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
八重瀬町,2,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
南城市,16,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
与那原町,2,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
南風原町,0,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
南部,37,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
沖縄市,12,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
宜野湾市,2,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
浦添市,12,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
うるま市,30,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
読谷村,17,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
嘉手納町,0,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
北谷町,48,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
北中城村,3,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
中城村,0,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
西原町,0,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
中部,124,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
名護市,20,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
国頭村,9,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
大宜味村,13,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
東村,5,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
今帰仁村,79,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
本部町,176,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
恩納村,88,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
宜野座村,20,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
金武町,16,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
北部,426,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
宮古島市,97,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
多良間村,1,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
宮古,98,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
石垣市,96,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
竹富町,37,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
与那国町,4,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
八重山,137,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
久米島町,3,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
渡嘉敷村,7,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
座間味村,7,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
粟国村,2,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
渡名喜村,6,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
南大東村,1,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
北大東村,0,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
伊江村,4,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
伊平屋村,0,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
伊是名村,3,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
離島,33,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
沖縄県,855,pension_villa,facilities,pension_villa,facilities,,accommodation_type,2018
那覇市,54,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
糸満市,7,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
豊見城市,5,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
八重瀬町,4,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
南城市,50,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
与那原町,5,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
南風原町,0,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
南部,125,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
沖縄市,23,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
宜野湾市,5,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
浦添市,18,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
うるま市,54,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
読谷村,51,pension_villa,rooms,pension_villa,rooms,,accommodation_type,2018
