municipality,value,0,1,cat1,metric,cat2,table,year
那覇市,248,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
糸満市,6,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
豊見城市,6,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
八重瀬町,3,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
南城市,11,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
与那原町,1,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
南風原町,1,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
南部,276,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
沖縄市,31,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
宜野湾市,14,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
浦添市,7,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
うるま市,18,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
読谷村,12,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
嘉手納町,4,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
北谷町,97,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
北中城村,6,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
中城村,1,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
西原町,0,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
中部,190,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
名護市,34,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
国頭村,9,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
大宜味村,0,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
東村,4,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
今帰仁村,20,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
本部町,24,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
恩納村,50,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
宜野座村,2,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
金武町,4,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
北部,147,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
宮古島市,86,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
多良間村,0,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
宮古,86,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
石垣市,77,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
竹富町,24,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
与那国町,9,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
八重山,110,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
久米島町,7,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
渡嘉敷村,3,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
座間味村,6,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
粟国村,0,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
渡名喜村,0,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
南大東村,2,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
北大東村,1,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
伊江村,4,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
伊平屋村,1,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
伊是名村,4,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
離島,28,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
沖縄県,837,hotel_ryokan,facilities,hotel_ryokan,facilities,,accommodation_type,2021
那覇市,18599,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
糸満市,554,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
豊見城市,355,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
八重瀬町,62,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
南城市,303,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
与那原町,24,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
南風原町,36,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
南部,19933,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
沖縄市,1141,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
宜野湾市,799,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
浦添市,129,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
うるま市,621,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
読谷村,1245,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
嘉手納町,52,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
北谷町,2531,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
北中城村,388,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
中城村,24,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
西原町,0,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
中部,6930,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
名護市,3023,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
国頭村,298,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
大宜味村,0,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
東村,16,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
今帰仁村,345,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
本部町,1666,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
恩納村,5228,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
宜野座村,49,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
金武町,31,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
北部,10656,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
宮古島市,4082,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
多良間村,0,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
宮古,4082,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
石垣市,4492,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
竹富町,696,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
与那国町,149,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
八重山,5337,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
久米島町,381,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
渡嘉敷村,70,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
座間味村,70,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
粟国村,0,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
渡名喜村,0,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
南大東村,72,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
北大東村,46,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
伊江村,88,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
伊平屋村,17,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
伊是名村,40,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
離島,784,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
沖縄県,47722,hotel_ryokan,rooms,hotel_ryokan,rooms,,accommodation_type,2021
那覇市,41124,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
糸満市,1623,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
豊見城市,921,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
八重瀬町,152,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
南城市,839,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
与那原町,52,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
南風原町,80,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
南部,44791,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
沖縄市,3413,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
宜野湾市,2227,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
浦添市,460,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
うるま市,1775,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
読谷村,3707,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
嘉手納町,162,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
北谷町,8503,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
北中城村,959,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
中城村,48,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
西原町,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
中部,21254,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
名護市,8354,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
国頭村,968,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
大宜味村,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
東村,42,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
今帰仁村,1397,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
本部町,6232,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
恩納村,17756,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
宜野座村,139,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
金武町,104,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
北部,34992,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
宮古島市,10164,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
多良間村,0,hotel_ryokan,capacity,hotel_ryokan,capacity,,accommodation_type,2021
