year,city,metric,cat1,cat2,table,value
2024,うるま市,capacity,business_hotel_large,,hotel_breakdown,0
2024,うるま市,capacity,business_hotel_medium,,hotel_breakdown,124
2024,うるま市,capacity,business_hotel_small,,hotel_breakdown,598
2024,うるま市,capacity,city_hotel_large,,hotel_breakdown,0
2024,うるま市,capacity,city_hotel_medium,,hotel_breakdown,0
2024,うるま市,capacity,city_hotel_small,,hotel_breakdown,0
2024,うるま市,capacity,resort_hotel_large,,hotel_breakdown,692
2024,うるま市,capacity,resort_hotel_medium,,hotel_breakdown,534
2024,うるま市,capacity,resort_hotel_small,,hotel_breakdown,14
2024,うるま市,capacity,ryokan_large,,hotel_breakdown,0
2024,うるま市,capacity,ryokan_medium,,hotel_breakdown,0
2024,うるま市,capacity,ryokan_small,,hotel_breakdown,0
2024,うるま市,capacity,total,,hotel_breakdown,1962
2024,うるま市,facilities,business_hotel_large,,hotel_breakdown,0
2024,うるま市,facilities,business_hotel_medium,,hotel_breakdown,1
2024,うるま市,facilities,business_hotel_small,,hotel_breakdown,12
2024,うるま市,facilities,city_hotel_large,,hotel_breakdown,0
2024,うるま市,facilities,city_hotel_medium,,hotel_breakdown,0
2024,うるま市,facilities,city_hotel_small,,hotel_breakdown,0
2024,うるま市,facilities,resort_hotel_large,,hotel_breakdown,2
2024,うるま市,facilities,resort_hotel_medium,,hotel_breakdown,3
2024,うるま市,facilities,resort_hotel_small,,hotel_breakdown,1
2024,うるま市,facilities,ryokan_large,,hotel_breakdown,0
2024,うるま市,facilities,ryokan_medium,,hotel_breakdown,0
2024,うるま市,facilities,ryokan_small,,hotel_breakdown,0
2024,うるま市,facilities,total,,hotel_breakdown,19
2024,うるま市,rooms,business_hotel_large,,hotel_breakdown,0
2024,うるま市,rooms,business_hotel_medium,,hotel_breakdown,48
2024,うるま市,rooms,business_hotel_small,,hotel_breakdown,259
2024,うるま市,rooms,city_hotel_large,,hotel_breakdown,0
2024,うるま市,rooms,city_hotel_medium,,hotel_breakdown,0
2024,うるま市,rooms,city_hotel_small,,hotel_breakdown,0
2024,うるま市,rooms,resort_hotel_large,,hotel_breakdown,188
2024,うるま市,rooms,resort_hotel_medium,,hotel_breakdown,175
2024,うるま市,rooms,resort_hotel_small,,hotel_breakdown,6
2024,うるま市,rooms,ryokan_large,,hotel_breakdown,0
2024,うるま市,rooms,ryokan_medium,,hotel_breakdown,0
2024,うるま市,rooms,ryokan_small,,hotel_breakdown,0
2024,うるま市,rooms,total,,hotel_breakdown,676
2024,与那原町,capacity,business_hotel_large,,hotel_breakdown,0
2024,与那原町,capacity,business_hotel_medium,,hotel_breakdown,0
2024,与那原町,capacity,business_hotel_small,,hotel_breakdown,27
2024,与那原町,capacity,city_hotel_large,,hotel_breakdown,0
2024,与那原町,capacity,city_hotel_medium,,hotel_breakdown,0
2024,与那原町,capacity,city_hotel_small,,hotel_breakdown,0
2024,与那原町,capacity,resort_hotel_large,,hotel_breakdown,0
2024,与那原町,capacity,resort_hotel_medium,,hotel_breakdown,0
2024,与那原町,capacity,resort_hotel_small,,hotel_breakdown,0
2024,与那原町,capacity,ryokan_large,,hotel_breakdown,0
2024,与那原町,capacity,ryokan_medium,,hotel_breakdown,0
2024,与那原町,capacity,ryokan_small,,hotel_breakdown,0
2024,与那原町,capacity,total,,hotel_breakdown,27
2024,与那原町,facilities,business_hotel_large,,hotel_breakdown,0
2024,与那原町,facilities,business_hotel_medium,,hotel_breakdown,0
2024,与那原町,facilities,business_hotel_small,,hotel_breakdown,1
2024,与那原町,facilities,city_hotel_large,,hotel_breakdown,0
2024,与那原町,facilities,city_hotel_medium,,hotel_breakdown,0
2024,与那原町,facilities,city_hotel_small,,hotel_breakdown,0
2024,与那原町,facilities,resort_hotel_large,,hotel_breakdown,0
2024,与那原町,facilities,resort_hotel_medium,,hotel_breakdown,0
2024,与那原町,facilities,resort_hotel_small,,hotel_breakdown,0
2024,与那原町,facilities,ryokan_large,,hotel_breakdown,0
2024,与那原町,facilities,ryokan_medium,,hotel_breakdown,0
2024,与那原町,facilities,ryokan_small,,hotel_breakdown,0
2024,与那原町,facilities,total,,hotel_breakdown,1
2024,与那原町,rooms,business_hotel_large,,hotel_breakdown,0
2024,与那原町,rooms,business_hotel_medium,,hotel_breakdown,0
2024,与那原町,rooms,business_hotel_small,,hotel_breakdown,13
2024,与那原町,rooms,city_hotel_large,,hotel_breakdown,0
2024,与那原町,rooms,city_hotel_medium,,hotel_breakdown,0
2024,与那原町,rooms,city_hotel_small,,hotel_breakdown,0
2024,与那原町,rooms,resort_hotel_large,,hotel_breakdown,0
2024,与那原町,rooms,resort_hotel_medium,,hotel_breakdown,0
2024,与那原町,rooms,resort_hotel_small,,hotel_breakdown,0
2024,与那原町,rooms,ryokan_large,,hotel_breakdown,0
2024,与那原町,rooms,ryokan_medium,,hotel_breakdown,0
2024,与那原町,rooms,ryokan_small,,hotel_breakdown,0
2024,与那原町,rooms,total,,hotel_breakdown,13
2024,与那国町,capacity,business_hotel_large,,hotel_breakdown,0
2024,与那国町,capacity,business_hotel_medium,,hotel_breakdown,0
2024,与那国町,capacity,business_hotel_small,,hotel_breakdown,97
2024,与那国町,capacity,city_hotel_large,,hotel_breakdown,0
2024,与那国町,capacity,city_hotel_medium,,hotel_breakdown,0
2024,与那国町,capacity,city_hotel_small,,hotel_breakdown,0
2024,与那国町,capacity,resort_hotel_large,,hotel_breakdown,0
2024,与那国町,capacity,resort_hotel_medium,,hotel_breakdown,0
2024,与那国町,capacity,resort_hotel_small,,hotel_breakdown,0
2024,与那国町,capacity,ryokan_large,,hotel_breakdown,0
2024,与那国町,capacity,ryokan_medium,,hotel_breakdown,0
2024,与那国町,capacity,ryokan_small,,hotel_breakdown,42
2024,与那国町,capacity,total,,hotel_breakdown,139
2024,与那国町,facilities,business_hotel_large,,hotel_breakdown,0
2024,与那国町,facilities,business_hotel_medium,,hotel_breakdown,0
2024,与那国町,facilities,business_hotel_small,,hotel_breakdown,6
2024,与那国町,facilities,city_hotel_large,,hotel_breakdown,0
2024,与那国町,facilities,city_hotel_medium,,hotel_breakdown,0
2024,与那国町,facilities,city_hotel_small,,hotel_breakdown,0
2024,与那国町,facilities,resort_hotel_large,,hotel_breakdown,0
2024,与那国町,facilities,resort_hotel_medium,,hotel_breakdown,0
2024,与那国町,facilities,resort_hotel_small,,hotel_breakdown,0
2024,与那国町,facilities,ryokan_large,,hotel_breakdown,0
2024,与那国町,facilities,ryokan_medium,,hotel_breakdown,0
2024,与那国町,facilities,ryokan_small,,hotel_breakdown,3
2024,与那国町,facilities,total,,hotel_breakdown,9
2024,与那国町,rooms,business_hotel_large,,hotel_breakdown,0
2024,与那国町,rooms,business_hotel_medium,,hotel_breakdown,0
2024,与那国町,rooms,business_hotel_small,,hotel_breakdown,44
2024,与那国町,rooms,city_hotel_large,,hotel_breakdown,0
2024,与那国町,rooms,city_hotel_medium,,hotel_breakdown,0
2024,与那国町,rooms,city_hotel_small,,hotel_breakdown,0
2024,与那国町,rooms,resort_hotel_large,,hotel_breakdown,0
2024,与那国町,rooms,resort_hotel_medium,,hotel_breakdown,0
2024,与那国町,rooms,resort_hotel_small,,hotel_breakdown,0
2024,与那国町,rooms,ryokan_large,,hotel_breakdown,0
2024,与那国町,rooms,ryokan_medium,,hotel_breakdown,0
2024,与那国町,rooms,ryokan_small,,hotel_breakdown,23
2024,与那国町,rooms,total,,hotel_breakdown,67
2024,中城村,capacity,business_hotel_large,,hotel_breakdown,0
2024,中城村,capacity,business_hotel_medium,,hotel_breakdown,0
2024,中城村,capacity,business_hotel_small,,hotel_breakdown,60
2024,中城村,capacity,city_hotel_large,,hotel_breakdown,0
2024,中城村,capacity,city_hotel_medium,,hotel_breakdown,0
2024,中城村,capacity,city_hotel_small,,hotel_breakdown,0
2024,中城村,capacity,resort_hotel_large,,hotel_breakdown,0
2024,中城村,capacity,resort_hotel_medium,,hotel_breakdown,0
2024,中城村,capacity,resort_hotel_small,,hotel_breakdown,0
2024,中城村,capacity,ryokan_large,,hotel_breakdown,0
2024,中城村,capacity,ryokan_medium,,hotel_breakdown,0
2024,中城村,capacity,ryokan_small,,hotel_breakdown,0
2024,中城村,capacity,total,,hotel_breakdown,60
2024,中城村,facilities,business_hotel_large,,hotel_breakdown,0
2024,中城村,facilities,business_hotel_medium,,hotel_breakdown,0
2024,中城村,facilities,business_hotel_small,,hotel_breakdown,2
2024,中城村,facilities,city_hotel_large,,hotel_breakdown,0
2024,中城村,facilities,city_hotel_medium,,hotel_breakdown,0
2024,中城村,facilities,city_hotel_small,,hotel_breakdown,0
2024,中城村,facilities,resort_hotel_large,,hotel_breakdown,0
2024,中城村,facilities,resort_hotel_medium,,hotel_breakdown,0
2024,中城村,facilities,resort_hotel_small,,hotel_breakdown,0
2024,中城村,facilities,ryokan_large,,hotel_breakdown,0
2024,中城村,facilities,ryokan_medium,,hotel_breakdown,0
2024,中城村,facilities,ryokan_small,,hotel_breakdown,0
2024,中城村,facilities,total,,hotel_breakdown,2
2024,中城村,rooms,business_hotel_large,,hotel_breakdown,0
2024,中城村,rooms,business_hotel_medium,,hotel_breakdown,0
2024,中城村,rooms,business_hotel_small,,hotel_breakdown,26
2024,中城村,rooms,city_hotel_large,,hotel_breakdown,0
2024,中城村,rooms,city_hotel_medium,,hotel_breakdown,0
2024,中城村,rooms,city_hotel_small,,hotel_breakdown,0
2024,中城村,rooms,resort_hotel_large,,hotel_breakdown,0
2024,中城村,rooms,resort_hotel_medium,,hotel_breakdown,0
2024,中城村,rooms,resort_hotel_small,,hotel_breakdown,0
2024,中城村,rooms,ryokan_large,,hotel_breakdown,0
2024,中城村,rooms,ryokan_medium,,hotel_breakdown,0
2024,中城村,rooms,ryokan_small,,hotel_breakdown,0
2024,中城村,rooms,total,,hotel_breakdown,26
2024,中部,capacity,business_hotel_large,,hotel_breakdown,0
2024,中部,capacity,business_hotel_medium,,hotel_breakdown,3043
2024,中部,capacity,business_hotel_small,,hotel_breakdown,4038
2024,中部,capacity,city_hotel_large,,hotel_breakdown,772
2024,中部,capacity,city_hotel_medium,,hotel_breakdown,0
2024,中部,capacity,city_hotel_small,,hotel_breakdown,0
2024,中部,capacity,resort_hotel_large,,hotel_breakdown,12499
2024,中部,capacity,resort_hotel_medium,,hotel_breakdown,2553
2024,中部,capacity,resort_hotel_small,,hotel_breakdown,566
2024,中部,capacity,ryokan_large,,hotel_breakdown,0
2024,中部,capacity,ryokan_medium,,hotel_breakdown,0
2024,中部,capacity,ryokan_small,,hotel_breakdown,0
2024,中部,capacity,total,,hotel_breakdown,23471
2024,中部,facilities,business_hotel_large,,hotel_breakdown,0
2024,中部,facilities,business_hotel_medium,,hotel_breakdown,20
2024,中部,facilities,business_hotel_small,,hotel_breakdown,103
2024,中部,facilities,city_hotel_large,,hotel_breakdown,2
2024,中部,facilities,city_hotel_medium,,hotel_breakdown,0
2024,中部,facilities,city_hotel_small,,hotel_breakdown,0
2024,中部,facilities,resort_hotel_large,,hotel_breakdown,16
2024,中部,facilities,resort_hotel_medium,,hotel_breakdown,14
2024,中部,facilities,resort_hotel_small,,hotel_breakdown,11
2024,中部,facilities,ryokan_large,,hotel_breakdown,0
2024,中部,facilities,ryokan_medium,,hotel_breakdown,0
2024,中部,facilities,ryokan_small,,hotel_breakdown,0
2024,中部,facilities,total,,hotel_breakdown,166
2024,中部,rooms,business_hotel_large,,hotel_breakdown,0
2024,中部,rooms,business_hotel_medium,,hotel_breakdown,855
2024,中部,rooms,business_hotel_small,,hotel_breakdown,1499
2024,中部,rooms,city_hotel_large,,hotel_breakdown,270
2024,中部,rooms,city_hotel_medium,,hotel_breakdown,0
2024,中部,rooms,city_hotel_small,,hotel_breakdown,0
2024,中部,rooms,resort_hotel_large,,hotel_breakdown,3959
2024,中部,rooms,resort_hotel_medium,,hotel_breakdown,768
2024,中部,rooms,resort_hotel_small,,hotel_breakdown,199
2024,中部,rooms,ryokan_large,,hotel_breakdown,0
2024,中部,rooms,ryokan_medium,,hotel_breakdown,0
2024,中部,rooms,ryokan_small,,hotel_breakdown,0
2024,中部,rooms,total,,hotel_breakdown,7550
2024,久米島町,capacity,business_hotel_large,,hotel_breakdown,0
2024,久米島町,capacity,business_hotel_medium,,hotel_breakdown,100
2024,久米島町,capacity,business_hotel_small,,hotel_breakdown,52
2024,久米島町,capacity,city_hotel_large,,hotel_breakdown,0
2024,久米島町,capacity,city_hotel_medium,,hotel_breakdown,0
2024,久米島町,capacity,city_hotel_small,,hotel_breakdown,0
2024,久米島町,capacity,resort_hotel_large,,hotel_breakdown,500
2024,久米島町,capacity,resort_hotel_medium,,hotel_breakdown,477
2024,久米島町,capacity,resort_hotel_small,,hotel_breakdown,0
2024,久米島町,capacity,ryokan_large,,hotel_breakdown,0
2024,久米島町,capacity,ryokan_medium,,hotel_breakdown,0
2024,久米島町,capacity,ryokan_small,,hotel_breakdown,0
2024,久米島町,capacity,total,,hotel_breakdown,1129
2024,久米島町,facilities,business_hotel_large,,hotel_breakdown,0
2024,久米島町,facilities,business_hotel_medium,,hotel_breakdown,1
2024,久米島町,facilities,business_hotel_small,,hotel_breakdown,2
2024,久米島町,facilities,city_hotel_large,,hotel_breakdown,0
2024,久米島町,facilities,city_hotel_medium,,hotel_breakdown,0
2024,久米島町,facilities,city_hotel_small,,hotel_breakdown,0
2024,久米島町,facilities,resort_hotel_large,,hotel_breakdown,1
2024,久米島町,facilities,resort_hotel_medium,,hotel_breakdown,2
2024,久米島町,facilities,resort_hotel_small,,hotel_breakdown,0
2024,久米島町,facilities,ryokan_large,,hotel_breakdown,0
2024,久米島町,facilities,ryokan_medium,,hotel_breakdown,0
2024,久米島町,facilities,ryokan_small,,hotel_breakdown,0
2024,久米島町,facilities,total,,hotel_breakdown,6
2024,久米島町,rooms,business_hotel_large,,hotel_breakdown,0
2024,久米島町,rooms,business_hotel_medium,,hotel_breakdown,48
2024,久米島町,rooms,business_hotel_small,,hotel_breakdown,21
2024,久米島町,rooms,city_hotel_large,,hotel_breakdown,0
2024,久米島町,rooms,city_hotel_medium,,hotel_breakdown,0
2024,久米島町,rooms,city_hotel_small,,hotel_breakdown,0
2024,久米島町,rooms,resort_hotel_large,,hotel_breakdown,142
