year,city,metric,cat1,cat2,table,value
2016,うるま市,capacity,business_hotel_large,,hotel_breakdown,0
2016,うるま市,capacity,business_hotel_medium,,hotel_breakdown,124
2016,うるま市,capacity,business_hotel_small,,hotel_breakdown,232
2016,うるま市,capacity,city_hotel_large,,hotel_breakdown,0
2016,うるま市,capacity,city_hotel_medium,,hotel_breakdown,0
2016,うるま市,capacity,city_hotel_small,,hotel_breakdown,0
2016,うるま市,capacity,resort_hotel_large,,hotel_breakdown,692
2016,うるま市,capacity,resort_hotel_medium,,hotel_breakdown,118
2016,うるま市,capacity,resort_hotel_small,,hotel_breakdown,15
2016,うるま市,capacity,ryokan_large,,hotel_breakdown,0
2016,うるま市,capacity,ryokan_medium,,hotel_breakdown,0
2016,うるま市,capacity,ryokan_small,,hotel_breakdown,50
2016,うるま市,capacity,total,,hotel_breakdown,1231
2016,うるま市,facilities,business_hotel_large,,hotel_breakdown,0
2016,うるま市,facilities,business_hotel_medium,,hotel_breakdown,1
2016,うるま市,facilities,business_hotel_small,,hotel_breakdown,7
2016,うるま市,facilities,city_hotel_large,,hotel_breakdown,0
2016,うるま市,facilities,city_hotel_medium,,hotel_breakdown,0
2016,うるま市,facilities,city_hotel_small,,hotel_breakdown,0
2016,うるま市,facilities,resort_hotel_large,,hotel_breakdown,2
2016,うるま市,facilities,resort_hotel_medium,,hotel_breakdown,1
2016,うるま市,facilities,resort_hotel_small,,hotel_breakdown,1
2016,うるま市,facilities,ryokan_large,,hotel_breakdown,0
2016,うるま市,facilities,ryokan_medium,,hotel_breakdown,0
2016,うるま市,facilities,ryokan_small,,hotel_breakdown,2
2016,うるま市,facilities,total,,hotel_breakdown,14
2016,うるま市,rooms,business_hotel_large,,hotel_breakdown,0
2016,うるま市,rooms,business_hotel_medium,,hotel_breakdown,48
2016,うるま市,rooms,business_hotel_small,,hotel_breakdown,96
2016,うるま市,rooms,city_hotel_large,,hotel_breakdown,0
2016,うるま市,rooms,city_hotel_medium,,hotel_breakdown,0
2016,うるま市,rooms,city_hotel_small,,hotel_breakdown,0
2016,うるま市,rooms,resort_hotel_large,,hotel_breakdown,188
2016,うるま市,rooms,resort_hotel_medium,,hotel_breakdown,32
2016,うるま市,rooms,resort_hotel_small,,hotel_breakdown,6
2016,うるま市,rooms,ryokan_large,,hotel_breakdown,0
2016,うるま市,rooms,ryokan_medium,,hotel_breakdown,0
2016,うるま市,rooms,ryokan_small,,hotel_breakdown,17
2016,うるま市,rooms,total,,hotel_breakdown,387
2016,与那原町,capacity,business_hotel_large,,hotel_breakdown,0
2016,与那原町,capacity,business_hotel_medium,,hotel_breakdown,0
2016,与那原町,capacity,business_hotel_small,,hotel_breakdown,0
2016,与那原町,capacity,city_hotel_large,,hotel_breakdown,0
2016,与那原町,capacity,city_hotel_medium,,hotel_breakdown,0
2016,与那原町,capacity,city_hotel_small,,hotel_breakdown,0
2016,与那原町,capacity,resort_hotel_large,,hotel_breakdown,0
2016,与那原町,capacity,resort_hotel_medium,,hotel_breakdown,0
2016,与那原町,capacity,resort_hotel_small,,hotel_breakdown,0
2016,与那原町,capacity,ryokan_large,,hotel_breakdown,0
2016,与那原町,capacity,ryokan_medium,,hotel_breakdown,0
2016,与那原町,capacity,ryokan_small,,hotel_breakdown,0
2016,与那原町,capacity,total,,hotel_breakdown,0
2016,与那原町,facilities,business_hotel_large,,hotel_breakdown,0
2016,与那原町,facilities,business_hotel_medium,,hotel_breakdown,0
