year,city,metric,cat1,cat2,table,value
2020,うるま市,capacity,business_hotel_large,,hotel_breakdown,0
2020,うるま市,capacity,business_hotel_medium,,hotel_breakdown,124
2020,うるま市,capacity,business_hotel_small,,hotel_breakdown,472
2020,うるま市,capacity,city_hotel_large,,hotel_breakdown,0
2020,うるま市,capacity,city_hotel_medium,,hotel_breakdown,0
2020,うるま市,capacity,city_hotel_small,,hotel_breakdown,0
2020,うるま市,capacity,resort_hotel_large,,hotel_breakdown,692
2020,うるま市,capacity,resort_hotel_medium,,hotel_breakdown,374
2020,うるま市,capacity,resort_hotel_small,,hotel_breakdown,0
2020,うるま市,capacity,ryokan_large,,hotel_breakdown,0
2020,うるま市,capacity,ryokan_medium,,hotel_breakdown,0
2020,うるま市,capacity,ryokan_small,,hotel_breakdown,39
2020,うるま市,capacity,total,,hotel_breakdown,1701
2020,うるま市,facilities,business_hotel_large,,hotel_breakdown,0
2020,うるま市,facilities,business_hotel_medium,,hotel_breakdown,1
2020,うるま市,facilities,business_hotel_small,,hotel_breakdown,11
2020,うるま市,facilities,city_hotel_large,,hotel_breakdown,0
2020,うるま市,facilities,city_hotel_medium,,hotel_breakdown,0
2020,うるま市,facilities,city_hotel_small,,hotel_breakdown,0
2020,うるま市,facilities,resort_hotel_large,,hotel_breakdown,2
2020,うるま市,facilities,resort_hotel_medium,,hotel_breakdown,2
2020,うるま市,facilities,resort_hotel_small,,hotel_breakdown,0
2020,うるま市,facilities,ryokan_large,,hotel_breakdown,0
2020,うるま市,facilities,ryokan_medium,,hotel_breakdown,0
2020,うるま市,facilities,ryokan_small,,hotel_breakdown,1
2020,うるま市,facilities,total,,hotel_breakdown,17
2020,うるま市,rooms,business_hotel_large,,hotel_breakdown,0
2020,うるま市,rooms,business_hotel_medium,,hotel_breakdown,48
2020,うるま市,rooms,business_hotel_small,,hotel_breakdown,182
2020,うるま市,rooms,city_hotel_large,,hotel_breakdown,0
2020,うるま市,rooms,city_hotel_medium,,hotel_breakdown,0
2020,うるま市,rooms,city_hotel_small,,hotel_breakdown,0
2020,うるま市,rooms,resort_hotel_large,,hotel_breakdown,188
2020,うるま市,rooms,resort_hotel_medium,,hotel_breakdown,155
2020,うるま市,rooms,resort_hotel_small,,hotel_breakdown,0
2020,うるま市,rooms,ryokan_large,,hotel_breakdown,0
2020,うるま市,rooms,ryokan_medium,,hotel_breakdown,0
2020,うるま市,rooms,ryokan_small,,hotel_breakdown,12
2020,うるま市,rooms,total,,hotel_breakdown,585
2020,与那原町,capacity,business_hotel_large,,hotel_breakdown,0
2020,与那原町,capacity,business_hotel_medium,,hotel_breakdown,0
2020,与那原町,capacity,business_hotel_small,,hotel_breakdown,52
2020,与那原町,capacity,city_hotel_large,,hotel_breakdown,0
2020,与那原町,capacity,city_hotel_medium,,hotel_breakdown,0
2020,与那原町,capacity,city_hotel_small,,hotel_breakdown,0
2020,与那原町,capacity,resort_hotel_large,,hotel_breakdown,0
2020,与那原町,capacity,resort_hotel_medium,,hotel_breakdown,0
2020,与那原町,capacity,resort_hotel_small,,hotel_breakdown,0
2020,与那原町,capacity,ryokan_large,,hotel_breakdown,0
2020,与那原町,capacity,ryokan_medium,,hotel_breakdown,0
2020,与那原町,capacity,ryokan_small,,hotel_breakdown,0
2020,与那原町,capacity,total,,hotel_breakdown,52
2020,与那原町,facilities,business_hotel_large,,hotel_breakdown,0
2020,与那原町,facilities,business_hotel_medium,,hotel_breakdown,0
2020,与那原町,facilities,business_hotel_small,,hotel_breakdown,1
2020,与那原町,facilities,city_hotel_large,,hotel_breakdown,0
2020,与那原町,facilities,city_hotel_medium,,hotel_breakdown,0
2020,与那原町,facilities,city_hotel_small,,hotel_breakdown,0
2020,与那原町,facilities,resort_hotel_large,,hotel_breakdown,0
2020,与那原町,facilities,resort_hotel_medium,,hotel_breakdown,0
2020,与那原町,facilities,resort_hotel_small,,hotel_breakdown,0
2020,与那原町,facilities,ryokan_large,,hotel_breakdown,0
2020,与那原町,facilities,ryokan_medium,,hotel_breakdown,0
2020,与那原町,facilities,ryokan_small,,hotel_breakdown,0
2020,与那原町,facilities,total,,hotel_breakdown,1
2020,与那原町,rooms,business_hotel_large,,hotel_breakdown,0
2020,与那原町,rooms,business_hotel_medium,,hotel_breakdown,0
2020,与那原町,rooms,business_hotel_small,,hotel_breakdown,24
2020,与那原町,rooms,city_hotel_large,,hotel_breakdown,0
2020,与那原町,rooms,city_hotel_medium,,hotel_breakdown,0
2020,与那原町,rooms,city_hotel_small,,hotel_breakdown,0
2020,与那原町,rooms,resort_hotel_large,,hotel_breakdown,0
2020,与那原町,rooms,resort_hotel_medium,,hotel_breakdown,0
2020,与那原町,rooms,resort_hotel_small,,hotel_breakdown,0
2020,与那原町,rooms,ryokan_large,,hotel_breakdown,0
2020,与那原町,rooms,ryokan_medium,,hotel_breakdown,0
2020,与那原町,rooms,ryokan_small,,hotel_breakdown,0
2020,与那原町,rooms,total,,hotel_breakdown,24
2020,与那国町,capacity,business_hotel_large,,hotel_breakdown,0
2020,与那国町,capacity,business_hotel_medium,,hotel_breakdown,0
2020,与那国町,capacity,business_hotel_small,,hotel_breakdown,81
2020,与那国町,capacity,city_hotel_large,,hotel_breakdown,0
2020,与那国町,capacity,city_hotel_medium,,hotel_breakdown,249
2020,与那国町,capacity,city_hotel_small,,hotel_breakdown,0
2020,与那国町,capacity,resort_hotel_large,,hotel_breakdown,0
2020,与那国町,capacity,resort_hotel_medium,,hotel_breakdown,0
2020,与那国町,capacity,resort_hotel_small,,hotel_breakdown,0
2020,与那国町,capacity,ryokan_large,,hotel_breakdown,0
2020,与那国町,capacity,ryokan_medium,,hotel_breakdown,0
2020,与那国町,capacity,ryokan_small,,hotel_breakdown,72
2020,与那国町,capacity,total,,hotel_breakdown,402
2020,与那国町,facilities,business_hotel_large,,hotel_breakdown,0
2020,与那国町,facilities,business_hotel_medium,,hotel_breakdown,0
2020,与那国町,facilities,business_hotel_small,,hotel_breakdown,3
2020,与那国町,facilities,city_hotel_large,,hotel_breakdown,0
2020,与那国町,facilities,city_hotel_medium,,hotel_breakdown,1
2020,与那国町,facilities,city_hotel_small,,hotel_breakdown,0
2020,与那国町,facilities,resort_hotel_large,,hotel_breakdown,0
2020,与那国町,facilities,resort_hotel_medium,,hotel_breakdown,0
2020,与那国町,facilities,resort_hotel_small,,hotel_breakdown,0
2020,与那国町,facilities,ryokan_large,,hotel_breakdown,0
2020,与那国町,facilities,ryokan_medium,,hotel_breakdown,0
2020,与那国町,facilities,ryokan_small,,hotel_breakdown,4
2020,与那国町,facilities,total,,hotel_breakdown,8
2020,与那国町,rooms,business_hotel_large,,hotel_breakdown,0
2020,与那国町,rooms,business_hotel_medium,,hotel_breakdown,0
2020,与那国町,rooms,business_hotel_small,,hotel_breakdown,36
2020,与那国町,rooms,city_hotel_large,,hotel_breakdown,0
2020,与那国町,rooms,city_hotel_medium,,hotel_breakdown,77
2020,与那国町,rooms,city_hotel_small,,hotel_breakdown,0
2020,与那国町,rooms,resort_hotel_large,,hotel_breakdown,0
2020,与那国町,rooms,resort_hotel_medium,,hotel_breakdown,0
2020,与那国町,rooms,resort_hotel_small,,hotel_breakdown,0
2020,与那国町,rooms,ryokan_large,,hotel_breakdown,0
2020,与那国町,rooms,ryokan_medium,,hotel_breakdown,0
2020,与那国町,rooms,ryokan_small,,hotel_breakdown,35
2020,与那国町,rooms,total,,hotel_breakdown,148
2020,中城村,capacity,business_hotel_large,,hotel_breakdown,0
2020,中城村,capacity,business_hotel_medium,,hotel_breakdown,0
2020,中城村,capacity,business_hotel_small,,hotel_breakdown,48
2020,中城村,capacity,city_hotel_large,,hotel_breakdown,0
2020,中城村,capacity,city_hotel_medium,,hotel_breakdown,0
2020,中城村,capacity,city_hotel_small,,hotel_breakdown,0
2020,中城村,capacity,resort_hotel_large,,hotel_breakdown,0
2020,中城村,capacity,resort_hotel_medium,,hotel_breakdown,0
2020,中城村,capacity,resort_hotel_small,,hotel_breakdown,0
2020,中城村,capacity,ryokan_large,,hotel_breakdown,0
