year,city,area,table,cat1,cat2,metric,value
2007,那覇市,南部,accommodation_type,hotel_ryokan,,facilities,92
2007,糸満市,南部,accommodation_type,hotel_ryokan,,facilities,3
2007,豊見城市,南部,accommodation_type,hotel_ryokan,,facilities,0
2007,八重瀬町,南部,accommodation_type,hotel_ryokan,,facilities,1
2007,南城市,南部,accommodation_type,hotel_ryokan,,facilities,2
2007,与那原町,南部,accommodation_type,hotel_ryokan,,facilities,0
2007,南風原町,南部,accommodation_type,hotel_ryokan,,facilities,0
2007,南部,未分類,accommodation_type,hotel_ryokan,,facilities,98
2007,沖縄市,中部,accommodation_type,hotel_ryokan,,facilities,13
2007,宜野湾市,中部,accommodation_type,hotel_ryokan,,facilities,2
2007,浦添市,中部,accommodation_type,hotel_ryokan,,facilities,4
2007,うるま市,中部,accommodation_type,hotel_ryokan,,facilities,11
2007,読谷村,中部,accommodation_type,hotel_ryokan,,facilities,4
2007,嘉手納町,中部,accommodation_type,hotel_ryokan,,facilities,1
2007,北谷町,中部,accommodation_type,hotel_ryokan,,facilities,9
2007,北中城村,中部,accommodation_type,hotel_ryokan,,facilities,1
2007,中城村,中部,accommodation_type,hotel_ryokan,,facilities,0
2007,西原町,中部,accommodation_type,hotel_ryokan,,facilities,2
2007,中部,未分類,accommodation_type,hotel_ryokan,,facilities,47
2007,名護市,北部,accommodation_type,hotel_ryokan,,facilities,16
2007,国頭村,北部,accommodation_type,hotel_ryokan,,facilities,8
2007,大宜味村,北部,accommodation_type,hotel_ryokan,,facilities,0
2007,東村,北部,accommodation_type,hotel_ryokan,,facilities,1
2007,今帰仁村,北部,accommodation_type,hotel_ryokan,,facilities,2
2007,本部町,北部,accommodation_type,hotel_ryokan,,facilities,9
2007,恩納村,北部,accommodation_type,hotel_ryokan,,facilities,16
2007,宜野座村,北部,accommodation_type,hotel_ryokan,,facilities,1
2007,金武町,北部,accommodation_type,hotel_ryokan,,facilities,1
2007,北部,未分類,accommodation_type,hotel_ryokan,,facilities,54
2007,宮古島市,宮古,accommodation_type,hotel_ryokan,,facilities,34
2007,多良間村,宮古,accommodation_type,hotel_ryokan,,facilities,0
2007,宮古,未分類,accommodation_type,hotel_ryokan,,facilities,34
2007,石垣市,八重山,accommodation_type,hotel_ryokan,,facilities,43
2007,竹富町,八重山,accommodation_type,hotel_ryokan,,facilities,16
2007,与那国町,八重山,accommodation_type,hotel_ryokan,,facilities,8
2007,八重山,未分類,accommodation_type,hotel_ryokan,,facilities,67
2007,久米島町,離島,accommodation_type,hotel_ryokan,,facilities,6
2007,渡嘉敷村,離島,accommodation_type,hotel_ryokan,,facilities,2
2007,座間味村,離島,accommodation_type,hotel_ryokan,,facilities,3
2007,粟国村,離島,accommodation_type,hotel_ryokan,,facilities,1
2007,渡名喜村,離島,accommodation_type,hotel_ryokan,,facilities,0
2007,南大東村,離島,accommodation_type,hotel_ryokan,,facilities,2
2007,北大東村,離島,accommodation_type,hotel_ryokan,,facilities,1
2007,伊江村,離島,accommodation_type,hotel_ryokan,,facilities,5
2007,伊平屋村,離島,accommodation_type,hotel_ryokan,,facilities,4
2007,伊是名村,離島,accommodation_type,hotel_ryokan,,facilities,5
2007,離島,未分類,accommodation_type,hotel_ryokan,,facilities,29
2007,沖縄県,未分類,accommodation_type,hotel_ryokan,,facilities,329
2007,那覇市,南部,accommodation_type,hotel_ryokan,,rooms,10837
2007,糸満市,南部,accommodation_type,hotel_ryokan,,rooms,61
2007,豊見城市,南部,accommodation_type,hotel_ryokan,,rooms,0
2007,八重瀬町,南部,accommodation_type,hotel_ryokan,,rooms,51
2007,南城市,南部,accommodation_type,hotel_ryokan,,rooms,110
2007,与那原町,南部,accommodation_type,hotel_ryokan,,rooms,0
2007,南風原町,南部,accommodation_type,hotel_ryokan,,rooms,0
2007,南部,未分類,accommodation_type,hotel_ryokan,,rooms,11059
2007,沖縄市,中部,accommodation_type,hotel_ryokan,,rooms,686
2007,宜野湾市,中部,accommodation_type,hotel_ryokan,,rooms,329
2007,浦添市,中部,accommodation_type,hotel_ryokan,,rooms,108
2007,うるま市,中部,accommodation_type,hotel_ryokan,,rooms,506
2007,読谷村,中部,accommodation_type,hotel_ryokan,,rooms,935
2007,嘉手納町,中部,accommodation_type,hotel_ryokan,,rooms,20
2007,北谷町,中部,accommodation_type,hotel_ryokan,,rooms,485
2007,北中城村,中部,accommodation_type,hotel_ryokan,,rooms,228
2007,中城村,中部,accommodation_type,hotel_ryokan,,rooms,0
2007,西原町,中部,accommodation_type,hotel_ryokan,,rooms,18
2007,中部,未分類,accommodation_type,hotel_ryokan,,rooms,3315
2007,名護市,北部,accommodation_type,hotel_ryokan,,rooms,2032
2007,国頭村,北部,accommodation_type,hotel_ryokan,,rooms,286
2007,大宜味村,北部,accommodation_type,hotel_ryokan,,rooms,0
2007,東村,北部,accommodation_type,hotel_ryokan,,rooms,12
2007,今帰仁村,北部,accommodation_type,hotel_ryokan,,rooms,115
2007,本部町,北部,accommodation_type,hotel_ryokan,,rooms,660
2007,恩納村,北部,accommodation_type,hotel_ryokan,,rooms,3141
2007,宜野座村,北部,accommodation_type,hotel_ryokan,,rooms,30
2007,金武町,北部,accommodation_type,hotel_ryokan,,rooms,720
2007,北部,未分類,accommodation_type,hotel_ryokan,,rooms,6996
2007,宮古島市,宮古,accommodation_type,hotel_ryokan,,rooms,1515
2007,多良間村,宮古,accommodation_type,hotel_ryokan,,rooms,0
2007,宮古,未分類,accommodation_type,hotel_ryokan,,rooms,1515
2007,石垣市,八重山,accommodation_type,hotel_ryokan,,rooms,2731
2007,竹富町,八重山,accommodation_type,hotel_ryokan,,rooms,738
2007,与那国町,八重山,accommodation_type,hotel_ryokan,,rooms,104
2007,八重山,未分類,accommodation_type,hotel_ryokan,,rooms,3573
2007,久米島町,離島,accommodation_type,hotel_ryokan,,rooms,474
2007,渡嘉敷村,離島,accommodation_type,hotel_ryokan,,rooms,44
2007,座間味村,離島,accommodation_type,hotel_ryokan,,rooms,79
2007,粟国村,離島,accommodation_type,hotel_ryokan,,rooms,12
2007,渡名喜村,離島,accommodation_type,hotel_ryokan,,rooms,0
2007,南大東村,離島,accommodation_type,hotel_ryokan,,rooms,74
2007,北大東村,離島,accommodation_type,hotel_ryokan,,rooms,23
2007,伊江村,離島,accommodation_type,hotel_ryokan,,rooms,102
2007,伊平屋村,離島,accommodation_type,hotel_ryokan,,rooms,62
2007,伊是名村,離島,accommodation_type,hotel_ryokan,,rooms,66
2007,離島,未分類,accommodation_type,hotel_ryokan,,rooms,936
2007,沖縄県,未分類,accommodation_type,hotel_ryokan,,rooms,27394
2007,那覇市,南部,accommodation_type,hotel_ryokan,,capacity,19829
2007,糸満市,南部,accommodation_type,hotel_ryokan,,capacity,168
2007,豊見城市,南部,accommodation_type,hotel_ryokan,,capacity,0
2007,八重瀬町,南部,accommodation_type,hotel_ryokan,,capacity,102
2007,南城市,南部,accommodation_type,hotel_ryokan,,capacity,426
2007,与那原町,南部,accommodation_type,hotel_ryokan,,capacity,0
2007,南風原町,南部,accommodation_type,hotel_ryokan,,capacity,0
2007,南部,未分類,accommodation_type,hotel_ryokan,,capacity,20525
2007,沖縄市,中部,accommodation_type,hotel_ryokan,,capacity,1457
2007,宜野湾市,中部,accommodation_type,hotel_ryokan,,capacity,1051
2007,浦添市,中部,accommodation_type,hotel_ryokan,,capacity,220
2007,うるま市,中部,accommodation_type,hotel_ryokan,,capacity,1610
2007,読谷村,中部,accommodation_type,hotel_ryokan,,capacity,2636
2007,嘉手納町,中部,accommodation_type,hotel_ryokan,,capacity,40
2007,北谷町,中部,accommodation_type,hotel_ryokan,,capacity,1402
2007,北中城村,中部,accommodation_type,hotel_ryokan,,capacity,456
2007,中城村,中部,accommodation_type,hotel_ryokan,,capacity,0
2007,西原町,中部,accommodation_type,hotel_ryokan,,capacity,36
2007,中部,未分類,accommodation_type,hotel_ryokan,,capacity,8908
2007,名護市,北部,accommodation_type,hotel_ryokan,,capacity,4932
2007,国頭村,北部,accommodation_type,hotel_ryokan,,capacity,970
2007,大宜味村,北部,accommodation_type,hotel_ryokan,,capacity,0
2007,東村,北部,accommodation_type,hotel_ryokan,,capacity,30
2007,今帰仁村,北部,accommodation_type,hotel_ryokan,,capacity,305
2007,本部町,北部,accommodation_type,hotel_ryokan,,capacity,2212
2007,恩納村,北部,accommodation_type,hotel_ryokan,,capacity,9775
2007,宜野座村,北部,accommodation_type,hotel_ryokan,,capacity,90
2007,金武町,北部,accommodation_type,hotel_ryokan,,capacity,720
2007,北部,未分類,accommodation_type,hotel_ryokan,,capacity,19034
2007,宮古島市,宮古,accommodation_type,hotel_ryokan,,capacity,3986
2007,多良間村,宮古,accommodation_type,hotel_ryokan,,capacity,0
2007,宮古,未分類,accommodation_type,hotel_ryokan,,capacity,3986
2007,石垣市,八重山,accommodation_type,hotel_ryokan,,capacity,6661
2007,竹富町,八重山,accommodation_type,hotel_ryokan,,capacity,2278
2007,与那国町,八重山,accommodation_type,hotel_ryokan,,capacity,238
2007,八重山,未分類,accommodation_type,hotel_ryokan,,capacity,9177
2007,久米島町,離島,accommodation_type,hotel_ryokan,,capacity,1178
2007,渡嘉敷村,離島,accommodation_type,hotel_ryokan,,capacity,310
2007,座間味村,離島,accommodation_type,hotel_ryokan,,capacity,241
2007,粟国村,離島,accommodation_type,hotel_ryokan,,capacity,36
2007,渡名喜村,離島,accommodation_type,hotel_ryokan,,capacity,0
2007,南大東村,離島,accommodation_type,hotel_ryokan,,capacity,128
2007,北大東村,離島,accommodation_type,hotel_ryokan,,capacity,50
2007,伊江村,離島,accommodation_type,hotel_ryokan,,capacity,346
2007,伊平屋村,離島,accommodation_type,hotel_ryokan,,capacity,169
2007,伊是名村,離島,accommodation_type,hotel_ryokan,,capacity,158
2007,離島,未分類,accommodation_type,hotel_ryokan,,capacity,2616
2007,沖縄県,未分類,accommodation_type,hotel_ryokan,,capacity,64246
2007,那覇市,南部,accommodation_type,minshuku,,facilities,13
2007,糸満市,南部,accommodation_type,minshuku,,facilities,4
2007,豊見城市,南部,accommodation_type,minshuku,,facilities,0
2007,八重瀬町,南部,accommodation_type,minshuku,,facilities,1
2007,南城市,南部,accommodation_type,minshuku,,facilities,8
2007,与那原町,南部,accommodation_type,minshuku,,facilities,1
2007,南風原町,南部,accommodation_type,minshuku,,facilities,0
2007,南部,未分類,accommodation_type,minshuku,,facilities,27
2007,沖縄市,中部,accommodation_type,minshuku,,facilities,3
2007,宜野湾市,中部,accommodation_type,minshuku,,facilities,0
2007,浦添市,中部,accommodation_type,minshuku,,facilities,0
2007,うるま市,中部,accommodation_type,minshuku,,facilities,5
2007,読谷村,中部,accommodation_type,minshuku,,facilities,3
2007,嘉手納町,中部,accommodation_type,minshuku,,facilities,0
2007,北谷町,中部,accommodation_type,minshuku,,facilities,0
2007,北中城村,中部,accommodation_type,minshuku,,facilities,0
2007,中城村,中部,accommodation_type,minshuku,,facilities,0
2007,西原町,中部,accommodation_type,minshuku,,facilities,1
2007,中部,未分類,accommodation_type,minshuku,,facilities,12
2007,名護市,北部,accommodation_type,minshuku,,facilities,2
2007,国頭村,北部,accommodation_type,minshuku,,facilities,6
2007,大宜味村,北部,accommodation_type,minshuku,,facilities,3
2007,東村,北部,accommodation_type,minshuku,,facilities,4
2007,今帰仁村,北部,accommodation_type,minshuku,,facilities,5
2007,本部町,北部,accommodation_type,minshuku,,facilities,11
2007,恩納村,北部,accommodation_type,minshuku,,facilities,12
2007,宜野座村,北部,accommodation_type,minshuku,,facilities,3
2007,金武町,北部,accommodation_type,minshuku,,facilities,1
2007,北部,未分類,accommodation_type,minshuku,,facilities,47
2007,宮古島市,宮古,accommodation_type,minshuku,,facilities,26
2007,多良間村,宮古,accommodation_type,minshuku,,facilities,4
2007,宮古,未分類,accommodation_type,minshuku,,facilities,30
2007,石垣市,八重山,accommodation_type,minshuku,,facilities,59
2007,竹富町,八重山,accommodation_type,minshuku,,facilities,91
2007,与那国町,八重山,accommodation_type,minshuku,,facilities,20
2007,八重山,未分類,accommodation_type,minshuku,,facilities,170
2007,久米島町,離島,accommodation_type,minshuku,,facilities,18
2007,渡嘉敷村,離島,accommodation_type,minshuku,,facilities,19
2007,座間味村,離島,accommodation_type,minshuku,,facilities,56
2007,粟国村,離島,accommodation_type,minshuku,,facilities,7
2007,渡名喜村,離島,accommodation_type,minshuku,,facilities,4
2007,南大東村,離島,accommodation_type,minshuku,,facilities,1
2007,北大東村,離島,accommodation_type,minshuku,,facilities,1
2007,伊江村,離島,accommodation_type,minshuku,,facilities,10
2007,伊平屋村,離島,accommodation_type,minshuku,,facilities,4
2007,伊是名村,離島,accommodation_type,minshuku,,facilities,11
2007,離島,未分類,accommodation_type,minshuku,,facilities,131
2007,沖縄県,未分類,accommodation_type,minshuku,,facilities,417
2007,那覇市,南部,accommodation_type,minshuku,,rooms,199
2007,糸満市,南部,accommodation_type,minshuku,,rooms,22
2007,豊見城市,南部,accommodation_type,minshuku,,rooms,0
2007,八重瀬町,南部,accommodation_type,minshuku,,rooms,4
2007,南城市,南部,accommodation_type,minshuku,,rooms,37
2007,与那原町,南部,accommodation_type,minshuku,,rooms,4
2007,南風原町,南部,accommodation_type,minshuku,,rooms,0
2007,南部,未分類,accommodation_type,minshuku,,rooms,266
2007,沖縄市,中部,accommodation_type,minshuku,,rooms,24
2007,宜野湾市,中部,accommodation_type,minshuku,,rooms,0
2007,浦添市,中部,accommodation_type,minshuku,,rooms,0
2007,うるま市,中部,accommodation_type,minshuku,,rooms,85
2007,読谷村,中部,accommodation_type,minshuku,,rooms,14
2007,嘉手納町,中部,accommodation_type,minshuku,,rooms,0
2007,北谷町,中部,accommodation_type,minshuku,,rooms,0
2007,北中城村,中部,accommodation_type,minshuku,,rooms,0
2007,中城村,中部,accommodation_type,minshuku,,rooms,0
2007,西原町,中部,accommodation_type,minshuku,,rooms,8
2007,中部,未分類,accommodation_type,minshuku,,rooms,131
2007,名護市,北部,accommodation_type,minshuku,,rooms,12
2007,国頭村,北部,accommodation_type,minshuku,,rooms,36
2007,大宜味村,北部,accommodation_type,minshuku,,rooms,13
2007,東村,北部,accommodation_type,minshuku,,rooms,29
2007,今帰仁村,北部,accommodation_type,minshuku,,rooms,42
2007,本部町,北部,accommodation_type,minshuku,,rooms,118
2007,恩納村,北部,accommodation_type,minshuku,,rooms,73
2007,宜野座村,北部,accommodation_type,minshuku,,rooms,13
2007,金武町,北部,accommodation_type,minshuku,,rooms,4
2007,北部,未分類,accommodation_type,minshuku,,rooms,340
2007,宮古島市,宮古,accommodation_type,minshuku,,rooms,145
2007,多良間村,宮古,accommodation_type,minshuku,,rooms,32
2007,宮古,未分類,accommodation_type,minshuku,,rooms,177
2007,石垣市,八重山,accommodation_type,minshuku,,rooms,469
2007,竹富町,八重山,accommodation_type,minshuku,,rooms,657
2007,与那国町,八重山,accommodation_type,minshuku,,rooms,170
2007,八重山,未分類,accommodation_type,minshuku,,rooms,1296
2007,久米島町,離島,accommodation_type,minshuku,,rooms,223
2007,渡嘉敷村,離島,accommodation_type,minshuku,,rooms,166
2007,座間味村,離島,accommodation_type,minshuku,,rooms,363
2007,粟国村,離島,accommodation_type,minshuku,,rooms,58
2007,渡名喜村,離島,accommodation_type,minshuku,,rooms,23
2007,南大東村,離島,accommodation_type,minshuku,,rooms,15
2007,北大東村,離島,accommodation_type,minshuku,,rooms,22
2007,伊江村,離島,accommodation_type,minshuku,,rooms,89
2007,伊平屋村,離島,accommodation_type,minshuku,,rooms,37
2007,伊是名村,離島,accommodation_type,minshuku,,rooms,101
2007,離島,未分類,accommodation_type,minshuku,,rooms,1097
2007,沖縄県,未分類,accommodation_type,minshuku,,rooms,3307
2007,那覇市,南部,accommodation_type,minshuku,,capacity,334
2007,糸満市,南部,accommodation_type,minshuku,,capacity,79
2007,豊見城市,南部,accommodation_type,minshuku,,capacity,0
2007,八重瀬町,南部,accommodation_type,minshuku,,capacity,9
2007,南城市,南部,accommodation_type,minshuku,,capacity,114
2007,与那原町,南部,accommodation_type,minshuku,,capacity,10
2007,南風原町,南部,accommodation_type,minshuku,,capacity,0
2007,南部,未分類,accommodation_type,minshuku,,capacity,546
2007,沖縄市,中部,accommodation_type,minshuku,,capacity,53
2007,宜野湾市,中部,accommodation_type,minshuku,,capacity,0
2007,浦添市,中部,accommodation_type,minshuku,,capacity,0
2007,うるま市,中部,accommodation_type,minshuku,,capacity,192
2007,読谷村,中部,accommodation_type,minshuku,,capacity,37
2007,嘉手納町,中部,accommodation_type,minshuku,,capacity,0
2007,北谷町,中部,accommodation_type,minshuku,,capacity,0
2007,北中城村,中部,accommodation_type,minshuku,,capacity,0
2007,中城村,中部,accommodation_type,minshuku,,capacity,0
2007,西原町,中部,accommodation_type,minshuku,,capacity,16
2007,中部,未分類,accommodation_type,minshuku,,capacity,298
2007,名護市,北部,accommodation_type,minshuku,,capacity,40
2007,国頭村,北部,accommodation_type,minshuku,,capacity,96
2007,大宜味村,北部,accommodation_type,minshuku,,capacity,44
2007,東村,北部,accommodation_type,minshuku,,capacity,105
2007,今帰仁村,北部,accommodation_type,minshuku,,capacity,117
2007,本部町,北部,accommodation_type,minshuku,,capacity,344
2007,恩納村,北部,accommodation_type,minshuku,,capacity,235
2007,宜野座村,北部,accommodation_type,minshuku,,capacity,38
2007,金武町,北部,accommodation_type,minshuku,,capacity,12
2007,北部,未分類,accommodation_type,minshuku,,capacity,1031
2007,宮古島市,宮古,accommodation_type,minshuku,,capacity,371
2007,多良間村,宮古,accommodation_type,minshuku,,capacity,70
2007,宮古,未分類,accommodation_type,minshuku,,capacity,441
2007,石垣市,八重山,accommodation_type,minshuku,,capacity,1336
2007,竹富町,八重山,accommodation_type,minshuku,,capacity,1684
2007,与那国町,八重山,accommodation_type,minshuku,,capacity,397
2007,八重山,未分類,accommodation_type,minshuku,,capacity,3417
2007,久米島町,離島,accommodation_type,minshuku,,capacity,562
2007,渡嘉敷村,離島,accommodation_type,minshuku,,capacity,496
2007,座間味村,離島,accommodation_type,minshuku,,capacity,1128
2007,粟国村,離島,accommodation_type,minshuku,,capacity,180
2007,渡名喜村,離島,accommodation_type,minshuku,,capacity,65
2007,南大東村,離島,accommodation_type,minshuku,,capacity,30
2007,北大東村,離島,accommodation_type,minshuku,,capacity,50
2007,伊江村,離島,accommodation_type,minshuku,,capacity,213
2007,伊平屋村,離島,accommodation_type,minshuku,,capacity,113
2007,伊是名村,離島,accommodation_type,minshuku,,capacity,269
2007,離島,未分類,accommodation_type,minshuku,,capacity,3106
2007,沖縄県,未分類,accommodation_type,minshuku,,capacity,8839
2007,那覇市,南部,accommodation_type,pension_villa,,facilities,1
2007,糸満市,南部,accommodation_type,pension_villa,,facilities,1
2007,豊見城市,南部,accommodation_type,pension_villa,,facilities,1
2007,八重瀬町,南部,accommodation_type,pension_villa,,facilities,0
2007,南城市,南部,accommodation_type,pension_villa,,facilities,6
2007,与那原町,南部,accommodation_type,pension_villa,,facilities,1
2007,南風原町,南部,accommodation_type,pension_villa,,facilities,0
2007,南部,未分類,accommodation_type,pension_villa,,facilities,10
2007,沖縄市,中部,accommodation_type,pension_villa,,facilities,0
2007,宜野湾市,中部,accommodation_type,pension_villa,,facilities,0
2007,浦添市,中部,accommodation_type,pension_villa,,facilities,0
2007,うるま市,中部,accommodation_type,pension_villa,,facilities,0
2007,読谷村,中部,accommodation_type,pension_villa,,facilities,2
2007,嘉手納町,中部,accommodation_type,pension_villa,,facilities,0
2007,北谷町,中部,accommodation_type,pension_villa,,facilities,4
2007,北中城村,中部,accommodation_type,pension_villa,,facilities,0
2007,中城村,中部,accommodation_type,pension_villa,,facilities,0
2007,西原町,中部,accommodation_type,pension_villa,,facilities,0
2007,中部,未分類,accommodation_type,pension_villa,,facilities,6
2007,名護市,北部,accommodation_type,pension_villa,,facilities,0
2007,国頭村,北部,accommodation_type,pension_villa,,facilities,0
2007,大宜味村,北部,accommodation_type,pension_villa,,facilities,1
2007,東村,北部,accommodation_type,pension_villa,,facilities,1
2007,今帰仁村,北部,accommodation_type,pension_villa,,facilities,7
2007,本部町,北部,accommodation_type,pension_villa,,facilities,4
2007,恩納村,北部,accommodation_type,pension_villa,,facilities,27
2007,宜野座村,北部,accommodation_type,pension_villa,,facilities,9
2007,金武町,北部,accommodation_type,pension_villa,,facilities,1
2007,北部,未分類,accommodation_type,pension_villa,,facilities,50
2007,宮古島市,宮古,accommodation_type,pension_villa,,facilities,18
2007,多良間村,宮古,accommodation_type,pension_villa,,facilities,1
2007,宮古,未分類,accommodation_type,pension_villa,,facilities,19
2007,石垣市,八重山,accommodation_type,pension_villa,,facilities,33
2007,竹富町,八重山,accommodation_type,pension_villa,,facilities,9
2007,与那国町,八重山,accommodation_type,pension_villa,,facilities,3
2007,八重山,未分類,accommodation_type,pension_villa,,facilities,45
2007,久米島町,離島,accommodation_type,pension_villa,,facilities,0
2007,渡嘉敷村,離島,accommodation_type,pension_villa,,facilities,5
2007,座間味村,離島,accommodation_type,pension_villa,,facilities,7
2007,粟国村,離島,accommodation_type,pension_villa,,facilities,0
2007,渡名喜村,離島,accommodation_type,pension_villa,,facilities,4
2007,南大東村,離島,accommodation_type,pension_villa,,facilities,0
2007,北大東村,離島,accommodation_type,pension_villa,,facilities,0
2007,伊江村,離島,accommodation_type,pension_villa,,facilities,2
2007,伊平屋村,離島,accommodation_type,pension_villa,,facilities,1
2007,伊是名村,離島,accommodation_type,pension_villa,,facilities,1
2007,離島,未分類,accommodation_type,pension_villa,,facilities,20
2007,沖縄県,未分類,accommodation_type,pension_villa,,facilities,150
2007,那覇市,南部,accommodation_type,pension_villa,,rooms,6
2007,糸満市,南部,accommodation_type,pension_villa,,rooms,4
2007,豊見城市,南部,accommodation_type,pension_villa,,rooms,3
2007,八重瀬町,南部,accommodation_type,pension_villa,,rooms,0
2007,南城市,南部,accommodation_type,pension_villa,,rooms,23
2007,与那原町,南部,accommodation_type,pension_villa,,rooms,4
2007,南風原町,南部,accommodation_type,pension_villa,,rooms,0
2007,南部,未分類,accommodation_type,pension_villa,,rooms,40
2007,沖縄市,中部,accommodation_type,pension_villa,,rooms,0
2007,宜野湾市,中部,accommodation_type,pension_villa,,rooms,0
2007,浦添市,中部,accommodation_type,pension_villa,,rooms,0
2007,うるま市,中部,accommodation_type,pension_villa,,rooms,0
2007,読谷村,中部,accommodation_type,pension_villa,,rooms,13
2007,嘉手納町,中部,accommodation_type,pension_villa,,rooms,0
2007,北谷町,中部,accommodation_type,pension_villa,,rooms,26
2007,北中城村,中部,accommodation_type,pension_villa,,rooms,0
2007,中城村,中部,accommodation_type,pension_villa,,rooms,0
2007,西原町,中部,accommodation_type,pension_villa,,rooms,0
2007,中部,未分類,accommodation_type,pension_villa,,rooms,39
2007,名護市,北部,accommodation_type,pension_villa,,rooms,0
2007,国頭村,北部,accommodation_type,pension_villa,,rooms,0
2007,大宜味村,北部,accommodation_type,pension_villa,,rooms,2
2007,東村,北部,accommodation_type,pension_villa,,rooms,1
2007,今帰仁村,北部,accommodation_type,pension_villa,,rooms,36
2007,本部町,北部,accommodation_type,pension_villa,,rooms,13
2007,恩納村,北部,accommodation_type,pension_villa,,rooms,199
2007,宜野座村,北部,accommodation_type,pension_villa,,rooms,34
2007,金武町,北部,accommodation_type,pension_villa,,rooms,6
2007,北部,未分類,accommodation_type,pension_villa,,rooms,291
2007,宮古島市,宮古,accommodation_type,pension_villa,,rooms,170
2007,多良間村,宮古,accommodation_type,pension_villa,,rooms,1
2007,宮古,未分類,accommodation_type,pension_villa,,rooms,171
2007,石垣市,八重山,accommodation_type,pension_villa,,rooms,269
2007,竹富町,八重山,accommodation_type,pension_villa,,rooms,59
2007,与那国町,八重山,accommodation_type,pension_villa,,rooms,21
2007,八重山,未分類,accommodation_type,pension_villa,,rooms,349
2007,久米島町,離島,accommodation_type,pension_villa,,rooms,0
2007,渡嘉敷村,離島,accommodation_type,pension_villa,,rooms,46
2007,座間味村,離島,accommodation_type,pension_villa,,rooms,81
2007,粟国村,離島,accommodation_type,pension_villa,,rooms,0
2007,渡名喜村,離島,accommodation_type,pension_villa,,rooms,7
2007,南大東村,離島,accommodation_type,pension_villa,,rooms,0
2007,北大東村,離島,accommodation_type,pension_villa,,rooms,0
2007,伊江村,離島,accommodation_type,pension_villa,,rooms,11
2007,伊平屋村,離島,accommodation_type,pension_villa,,rooms,5
2007,伊是名村,離島,accommodation_type,pension_villa,,rooms,3
2007,離島,未分類,accommodation_type,pension_villa,,rooms,153
2007,沖縄県,未分類,accommodation_type,pension_villa,,rooms,1043
2007,那覇市,南部,accommodation_type,pension_villa,,capacity,12
2007,糸満市,南部,accommodation_type,pension_villa,,capacity,10
2007,豊見城市,南部,accommodation_type,pension_villa,,capacity,12
2007,八重瀬町,南部,accommodation_type,pension_villa,,capacity,0
2007,南城市,南部,accommodation_type,pension_villa,,capacity,89
2007,与那原町,南部,accommodation_type,pension_villa,,capacity,8
2007,南風原町,南部,accommodation_type,pension_villa,,capacity,0
2007,南部,未分類,accommodation_type,pension_villa,,capacity,131
2007,沖縄市,中部,accommodation_type,pension_villa,,capacity,0
2007,宜野湾市,中部,accommodation_type,pension_villa,,capacity,0
2007,浦添市,中部,accommodation_type,pension_villa,,capacity,0
2007,うるま市,中部,accommodation_type,pension_villa,,capacity,0
2007,読谷村,中部,accommodation_type,pension_villa,,capacity,80
2007,嘉手納町,中部,accommodation_type,pension_villa,,capacity,0
2007,北谷町,中部,accommodation_type,pension_villa,,capacity,111
2007,北中城村,中部,accommodation_type,pension_villa,,capacity,0
2007,中城村,中部,accommodation_type,pension_villa,,capacity,0
2007,西原町,中部,accommodation_type,pension_villa,,capacity,0
2007,中部,未分類,accommodation_type,pension_villa,,capacity,191
2007,名護市,北部,accommodation_type,pension_villa,,capacity,0
2007,国頭村,北部,accommodation_type,pension_villa,,capacity,0
2007,大宜味村,北部,accommodation_type,pension_villa,,capacity,10
2007,東村,北部,accommodation_type,pension_villa,,capacity,6
2007,今帰仁村,北部,accommodation_type,pension_villa,,capacity,154
2007,本部町,北部,accommodation_type,pension_villa,,capacity,80
2007,恩納村,北部,accommodation_type,pension_villa,,capacity,956
2007,宜野座村,北部,accommodation_type,pension_villa,,capacity,205
2007,金武町,北部,accommodation_type,pension_villa,,capacity,24
2007,北部,未分類,accommodation_type,pension_villa,,capacity,1435
2007,宮古島市,宮古,accommodation_type,pension_villa,,capacity,471
2007,多良間村,宮古,accommodation_type,pension_villa,,capacity,5
2007,宮古,未分類,accommodation_type,pension_villa,,capacity,476
2007,石垣市,八重山,accommodation_type,pension_villa,,capacity,664
2007,竹富町,八重山,accommodation_type,pension_villa,,capacity,163
2007,与那国町,八重山,accommodation_type,pension_villa,,capacity,54
2007,八重山,未分類,accommodation_type,pension_villa,,capacity,881
2007,久米島町,離島,accommodation_type,pension_villa,,capacity,0
2007,渡嘉敷村,離島,accommodation_type,pension_villa,,capacity,145
2007,座間味村,離島,accommodation_type,pension_villa,,capacity,239
2007,粟国村,離島,accommodation_type,pension_villa,,capacity,0
2007,渡名喜村,離島,accommodation_type,pension_villa,,capacity,20
2007,南大東村,離島,accommodation_type,pension_villa,,capacity,0
2007,北大東村,離島,accommodation_type,pension_villa,,capacity,0
2007,伊江村,離島,accommodation_type,pension_villa,,capacity,29
2007,伊平屋村,離島,accommodation_type,pension_villa,,capacity,25
2007,伊是名村,離島,accommodation_type,pension_villa,,capacity,10
2007,離島,未分類,accommodation_type,pension_villa,,capacity,468
2007,沖縄県,未分類,accommodation_type,pension_villa,,capacity,3582
2007,那覇市,南部,accommodation_type,dormitory_guesthouse,,facilities,18
2007,糸満市,南部,accommodation_type,dormitory_guesthouse,,facilities,0
